preprocessing,model,k1,b,query,P@10,R@10,F1@10,AP@all,AP@10,RR,NDCG@10
stopwords+stemming,bm25,1.2,0,151,0.0000,0.0000,0.0000,0.0216,0.0000,0.0323,0.0000
stopwords+stemming,bm25,1.2,0,152,0.0000,0.0000,0.0000,0.0074,0.0000,0.0053,0.0000
stopwords+stemming,bm25,1.2,0,153,0.1000,0.1429,0.1176,0.0826,0.0357,0.2500,0.0695
stopwords+stemming,bm25,1.2,0,154,0.2000,1.0000,0.3333,0.7500,0.7500,1.0000,0.7724
stopwords+stemming,bm25,1.2,0,155,0.1000,0.1667,0.1250,0.0827,0.0417,0.2500,0.0970
stopwords+stemming,bm25,1.2,0,156,0.7000,0.5000,0.5833,0.5842,0.5000,1.0000,0.6147
stopwords+stemming,bm25,1.2,0,157,0.5000,0.1282,0.2041,0.2119,0.1059,1.0000,0.4825
stopwords+stemming,bm25,1.2,0,158,0.1000,0.1250,0.1111,0.1873,0.1250,1.0000,0.3630
stopwords+stemming,bm25,1.2,0,159,0.1000,0.1250,0.1111,0.0579,0.0156,0.1250,0.0435
stopwords+stemming,bm25,1.2,0,160,0.1000,0.2000,0.1333,0.2188,0.2000,1.0000,0.3937
stopwords+stemming,bm25,1.2,0,161,0.3000,0.5000,0.3750,0.4169,0.3889,1.0000,0.6928
stopwords+stemming,bm25,1.2,0,162,0.1000,0.1250,0.1111,0.2435,0.1250,1.0000,0.1452
stopwords+stemming,bm25,1.2,0,163,0.2000,0.6667,0.3077,0.2341,0.2222,0.3333,0.4018
stopwords+stemming,bm25,1.2,0,164,0.5000,0.6250,0.5556,0.5747,0.5531,1.0000,0.7604
stopwords+stemming,bm25,1.2,0,165,0.2000,1.0000,0.3333,0.4167,0.4167,0.5000,0.6053
stopwords+stemming,bm25,1.2,0,166,0.1000,0.1250,0.1111,0.0540,0.0156,0.1250,0.0798
stopwords+stemming,bm25,1.2,0,167,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
stopwords+stemming,bm25,1.2,0,168,0.1000,0.5000,0.1667,0.0739,0.0625,0.1250,0.1934
stopwords+stemming,bm25,1.2,0,169,0.2000,0.5000,0.2857,0.2166,0.2083,0.3333,0.3633
stopwords+stemming,bm25,1.2,0,170,0.3000,0.5000,0.3750,0.2257,0.1778,0.3333,0.3248
stopwords+stemming,bm25,1.2,0,171,0.1000,0.3333,0.1538,0.4374,0.3333,1.0000,0.5695
stopwords+stemming,bm25,1.2,0,172,0.4000,1.0000,0.5714,0.6792,0.6792,0.5000,0.6867
stopwords+stemming,bm25,1.2,0,173,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,1.0000
stopwords+stemming,bm25,1.2,0,174,0.0000,0.0000,0.0000,0.0397,0.0000,0.0909,0.0000
stopwords+stemming,bm25,1.2,0,175,0.0000,0.0000,0.0000,0.0428,0.0000,0.0588,0.0000
stopwords+stemming,bm25,1.2,0,176,0.0000,0.0000,0.0000,0.0235,0.0000,0.0286,0.0000
stopwords+stemming,bm25,1.2,0,177,0.4000,0.8000,0.5333,0.6408,0.5639,1.0000,0.8137
stopwords+stemming,bm25,1.2,0,178,0.2000,0.5000,0.2857,0.4029,0.3500,1.0000,0.7084
stopwords+stemming,bm25,1.2,0,179,0.2000,0.5000,0.2857,0.5110,0.5000,1.0000,0.6367
stopwords+stemming,bm25,1.2,0,180,0.2000,0.2857,0.2353,0.2983,0.1667,0.5000,0.3324
stopwords+stemming,bm25,1.2,0,181,0.1000,0.2000,0.1333,0.2523,0.2000,1.0000,0.2491
stopwords+stemming,bm25,1.2,0,182,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6697
stopwords+stemming,bm25,1.2,0,183,0.4000,0.3077,0.3478,0.2768,0.1707,1.0000,0.3034
stopwords+stemming,bm25,1.2,0,184,0.1000,0.1429,0.1176,0.2226,0.1429,1.0000,0.2881
stopwords+stemming,bm25,1.2,0,185,0.6000,0.6667,0.6316,0.7998,0.6323,1.0000,0.8297
stopwords+stemming,bm25,1.2,0,186,0.5000,0.3125,0.3846,0.1669,0.1458,0.3333,0.4163
stopwords+stemming,bm25,1.2,0,187,0.1000,0.1667,0.1250,0.1460,0.0833,0.5000,0.2018
stopwords+stemming,bm25,1.2,0,188,0.3000,0.2727,0.2857,0.2793,0.1515,0.5000,0.3587
stopwords+stemming,bm25,1.2,0,189,0.2000,0.2222,0.2105,0.0927,0.0444,0.2000,0.1587
stopwords+stemming,bm25,1.2,0,190,0.2000,0.4000,0.2667,0.3343,0.2667,1.0000,0.3546
stopwords+stemming,bm25,1.2,0,191,0.2000,0.1538,0.1739,0.2968,0.0325,0.2000,0.1447
stopwords+stemming,bm25,1.2,0,192,0.3000,0.7500,0.4286,0.6089,0.5938,1.0000,0.7598
stopwords+stemming,bm25,1.2,0,193,0.7000,0.7778,0.7368,0.7857,0.7073,1.0000,0.8215
stopwords+stemming,bm25,1.2,0,194,0.3000,0.5000,0.3750,0.2800,0.2167,0.5000,0.4108
stopwords+stemming,bm25,1.2,0,195,0.1000,0.3333,0.1538,0.1100,0.0833,0.2500,0.2021
stopwords+stemming,bm25,1.2,0,196,0.2000,0.1667,0.1818,0.0728,0.0486,0.3333,0.1617
stopwords+stemming,bm25,1.2,0,197,0.2000,0.6667,0.3077,0.4514,0.3889,0.5000,0.5249
stopwords+stemming,bm25,1.2,0,198,0.3000,0.7500,0.4286,0.3987,0.3958,1.0000,0.6250
stopwords+stemming,bm25,1.2,0,199,0.0000,0.0000,0.0000,0.0551,0.0000,0.0909,0.0000
stopwords+stemming,bm25,1.2,0,200,0.2000,0.6667,0.3077,0.4524,0.4286,1.0000,0.6257
stopwords+stemming,bm25,1.2,0,201,0.4000,0.2500,0.3077,0.3317,0.2010,1.0000,0.5550
stopwords+stemming,bm25,1.2,0,202,0.3000,0.2143,0.2500,0.2232,0.1726,1.0000,0.2599
stopwords+stemming,bm25,1.2,0,203,0.3000,0.2143,0.2500,0.1565,0.1262,0.5000,0.3710
stopwords+stemming,bm25,1.2,0,204,0.0000,0.0000,0.0000,0.0299,0.0000,0.0179,0.0000
stopwords+stemming,bm25,1.2,0,205,0.2000,1.0000,0.3333,0.6667,0.6667,1.0000,0.8316
stopwords+stemming,bm25,1.2,0,206,0.2000,0.6667,0.3077,0.2239,0.2222,0.3333,0.4359
stopwords+stemming,bm25,1.2,0,207,0.0000,0.0000,0.0000,0.0052,0.0000,0.0099,0.0000
stopwords+stemming,bm25,1.2,0,208,0.3000,0.5000,0.3750,0.3654,0.2778,0.5000,0.5070
stopwords+stemming,bm25,1.2,0,209,0.1000,0.0833,0.0909,0.0881,0.0119,0.1429,0.0679
stopwords+stemming,bm25,1.2,0,210,0.2000,0.3333,0.2500,0.3426,0.2778,1.0000,0.4826
stopwords+stemming,bm25,1.2,0,211,0.1000,0.0909,0.0952,0.1784,0.0909,1.0000,0.1096
stopwords+stemming,bm25,1.2,0,212,0.4000,0.2857,0.3333,0.4418,0.2551,1.0000,0.5168
stopwords+stemming,bm25,1.2,0,213,0.5000,0.4545,0.4762,0.5631,0.4091,1.0000,0.5812
stopwords+stemming,bm25,1.2,0,214,0.1000,0.2500,0.1429,0.0854,0.0625,0.2500,0.1681
stopwords+stemming,bm25,1.2,0,215,0.0000,0.0000,0.0000,0.0319,0.0000,0.0357,0.0000
stopwords+stemming,bm25,1.2,0,216,0.0000,0.0000,0.0000,0.0020,0.0000,0.0020,0.0000
stopwords+stemming,bm25,1.2,0,217,0.2000,0.1333,0.1600,0.1439,0.0489,0.3333,0.1252
stopwords+stemming,bm25,1.2,0,218,0.5000,0.3333,0.4000,0.2564,0.1386,0.2500,0.3103
stopwords+stemming,bm25,1.2,0,219,0.0000,0.0000,0.0000,0.0348,0.0000,0.0169,0.0000
stopwords+stemming,bm25,1.2,0,220,0.2000,0.1053,0.1379,0.1491,0.0614,0.5000,0.1644
stopwords+stemming,bm25,1.2,0,221,0.3000,0.1667,0.2143,0.2270,0.1349,1.0000,0.3502
stopwords+stemming,bm25,1.2,0,222,0.6000,0.6667,0.6316,0.7745,0.5815,1.0000,0.6968
stopwords+stemming,bm25,1.2,0,223,0.3000,0.7500,0.4286,0.6951,0.6042,1.0000,0.7537
stopwords+stemming,bm25,1.2,0,224,0.1000,0.1250,0.1111,0.2474,0.1250,1.0000,0.2635
stopwords+stemming,bm25,1.2,0,225,0.2000,0.0833,0.1176,0.0603,0.0417,0.5000,0.1330
stopwords+stemming,bm25,1.2,0.75,1,0.2000,0.0714,0.1053,0.1831,0.0500,1.0000,0.2180
stopwords+stemming,bm25,1.2,0.75,2,0.3000,0.1250,0.1765,0.1891,0.1250,1.0000,0.5241
stopwords+stemming,bm25,1.2,0.75,3,0.6000,0.7500,0.6667,0.5623,0.4955,0.5000,0.6456
stopwords+stemming,bm25,1.2,0.75,4,0.1000,0.5000,0.1667,0.5263,0.5000,1.0000,0.6131
stopwords+stemming,bm25,1.2,0.75,5,0.3000,0.7500,0.4286,0.3276,0.3083,0.3333,0.4737
stopwords+stemming,bm25,1.2,0.75,6,0.1000,0.2500,0.1429,0.1604,0.1250,0.5000,0.2061
stopwords+stemming,bm25,1.2,0.75,7,0.2000,0.4000,0.2667,0.2596,0.2333,0.5000,0.3474
stopwords+stemming,bm25,1.2,0.75,8,0.1000,0.0909,0.0952,0.1662,0.0909,1.0000,0.2670
stopwords+stemming,bm25,1.2,0.75,9,0.2000,0.6667,0.3077,0.3604,0.3333,0.5000,0.4982
stopwords+stemming,bm25,1.2,0.75,10,0.3000,0.3750,0.3333,0.2739,0.2202,1.0000,0.3892
stopwords+stemming,bm25,1.2,0.75,11,0.2000,0.2857,0.2353,0.1643,0.0833,0.2500,0.1844
stopwords+stemming,bm25,1.2,0.75,12,0.1000,0.2000,0.1333,0.0962,0.0500,0.2500,0.1601
stopwords+stemming,bm25,1.2,0.75,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0.75,14,0.1000,0.5000,0.1667,0.0707,0.0556,0.1111,0.2600
stopwords+stemming,bm25,1.2,0.75,15,0.2000,1.0000,0.3333,1.0000,1.0000,1.0000,0.8597
stopwords+stemming,bm25,1.2,0.75,16,0.2000,0.6667,0.3077,0.2359,0.2222,0.3333,0.3931
stopwords+stemming,bm25,1.2,0.75,17,0.1000,0.5000,0.1667,0.2598,0.2500,0.5000,0.4441
stopwords+stemming,bm25,1.2,0.75,18,0.1000,0.3333,0.1538,0.3559,0.3333,1.0000,0.4693
stopwords+stemming,bm25,1.2,0.75,19,0.0000,0.0000,0.0000,0.0192,0.0000,0.0833,0.0000
stopwords+stemming,bm25,1.2,0.75,20,0.6000,0.6667,0.6316,0.5386,0.4553,0.5000,0.6071
stopwords+stemming,bm25,1.2,0.75,21,0.0000,0.0000,0.0000,0.0461,0.0000,0.0556,0.0000
stopwords+stemming,bm25,1.2,0.75,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0.75,23,0.2000,0.0625,0.0952,0.1254,0.0182,0.3333,0.1724
stopwords+stemming,bm25,1.2,0.75,24,0.2000,0.6667,0.3077,0.3533,0.3333,0.5000,0.5405
stopwords+stemming,bm25,1.2,0.75,25,0.5000,0.5556,0.5263,0.6100,0.4870,1.0000,0.6306
stopwords+stemming,bm25,1.2,0.75,26,0.2000,0.3333,0.2500,0.2076,0.1667,0.5000,0.3678
stopwords+stemming,bm25,1.2,0.75,27,0.1000,0.3333,0.1538,0.0772,0.0556,0.1667,0.2031
stopwords+stemming,bm25,1.2,0.75,28,0.0000,0.0000,0.0000,0.0042,0.0000,0.0033,0.0000
stopwords+stemming,bm25,1.2,0.75,29,0.4000,0.4444,0.4211,0.4078,0.3272,1.0000,0.4212
stopwords+stemming,bm25,1.2,0.75,30,0.0000,0.0000,0.0000,0.0422,0.0000,0.0588,0.0000
stopwords+stemming,bm25,1.2,0.75,31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0.75,32,0.0000,0.0000,0.0000,0.0134,0.0000,0.0122,0.0000
stopwords+stemming,bm25,1.2,0.75,33,0.2000,0.6667,0.3077,0.4658,0.3889,0.5000,0.4335
stopwords+stemming,bm25,1.2,0.75,34,0.2000,0.3333,0.2500,0.2247,0.0893,0.2500,0.1775
stopwords+stemming,bm25,1.2,0.75,35,0.0000,0.0000,0.0000,0.0206,0.0000,0.0294,0.0000
stopwords+stemming,bm25,1.2,0.75,36,0.1000,0.5000,0.1667,0.5130,0.5000,1.0000,0.4693
stopwords+stemming,bm25,1.2,0.75,37,0.0000,0.0000,0.0000,0.0541,0.0000,0.0588,0.0000
stopwords+stemming,bm25,1.2,0.75,38,0.0000,0.0000,0.0000,0.0617,0.0000,0.0556,0.0000
stopwords+stemming,bm25,1.2,0.75,39,0.3000,0.2308,0.2609,0.1323,0.0853,0.3333,0.2214
stopwords+stemming,bm25,1.2,0.75,40,0.2000,0.1667,0.1818,0.0818,0.0446,0.2500,0.1201
stopwords+stemming,bm25,1.2,0.75,41,0.3000,1.0000,0.4615,0.7778,0.7778,1.0000,0.8845
stopwords+stemming,bm25,1.2,0.75,42,0.3000,0.6000,0.4000,0.1875,0.1721,0.2000,0.3694
stopwords+stemming,bm25,1.2,0.75,43,0.4000,0.6667,0.5000,0.5893,0.5536,1.0000,0.8020
stopwords+stemming,bm25,1.2,0.75,44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
stopwords+stemming,bm25,1.2,0.75,45,0.1000,0.0833,0.0909,0.1718,0.0833,1.0000,0.2799
stopwords+stemming,bm25,1.2,0.75,46,0.6000,0.4000,0.4800,0.3010,0.2281,0.5000,0.4249
stopwords+stemming,bm25,1.2,0.75,47,0.5000,0.3571,0.4167,0.3206,0.1587,0.2500,0.3973
stopwords+stemming,bm25,1.2,0.75,48,0.2000,0.1818,0.1905,0.1574,0.1061,0.5000,0.2556
stopwords+stemming,bm25,1.2,0.75,49,0.1000,0.5000,0.1667,0.1143,0.1000,0.2000,0.2941
stopwords+stemming,bm25,1.2,0.75,50,0.1000,0.1667,0.1250,0.1014,0.0833,0.5000,0.2882
stopwords+stemming,bm25,1.2,0.75,51,0.6000,0.6000,0.6000,0.5854,0.5133,1.0000,0.5764
stopwords+stemming,bm25,1.2,0.75,52,0.3000,0.7500,0.4286,0.7644,0.6875,1.0000,0.6133
stopwords+stemming,bm25,1.2,0.75,53,0.2000,0.2000,0.2000,0.2395,0.1222,1.0000,0.2595
stopwords+stemming,bm25,1.2,0.75,54,0.1000,0.1111,0.1053,0.1395,0.0556,0.5000,0.2129
stopwords+stemming,bm25,1.2,0.75,55,0.3000,0.3000,0.3000,0.2993,0.1619,1.0000,0.2081
stopwords+stemming,bm25,1.2,0.75,56,0.2000,0.2000,0.2000,0.1211,0.0750,0.5000,0.1644
stopwords+stemming,bm25,1.2,0.75,57,0.0000,0.0000,0.0000,0.0632,0.0000,0.0625,0.0000
stopwords+stemming,bm25,1.2,0.75,58,0.2000,0.2222,0.2105,0.1768,0.0648,0.3333,0.2323
stopwords+stemming,bm25,1.2,0.75,59,0.1000,0.2500,0.1429,0.1187,0.0357,0.1429,0.1089
stopwords+stemming,bm25,1.2,0.75,60,0.3000,0.6000,0.4000,0.4381,0.4200,1.0000,0.5271
stopwords+stemming,bm25,1.2,0.75,61,0.3000,0.6000,0.4000,0.5449,0.4667,1.0000,0.6294
stopwords+stemming,bm25,1.2,0.75,62,0.0000,0.0000,0.0000,0.0248,0.0000,0.0526,0.0000
stopwords+stemming,bm25,1.2,0.75,63,0.0000,0.0000,0.0000,0.0245,0.0000,0.0233,0.0000
stopwords+stemming,bm25,1.2,0.75,64,0.1000,0.5000,0.1667,0.5196,0.5000,1.0000,0.6788
stopwords+stemming,bm25,1.2,0.75,65,0.5000,0.3333,0.4000,0.2226,0.1546,0.5000,0.4043
stopwords+stemming,bm25,1.2,0.75,66,0.1000,0.2000,0.1333,0.0825,0.0222,0.1111,0.1200
stopwords+stemming,bm25,1.2,0.75,67,0.6000,0.4286,0.5000,0.5396,0.4286,1.0000,0.6595
stopwords+stemming,bm25,1.2,0.75,68,0.1000,0.2000,0.1333,0.0939,0.0667,0.3333,0.2175
stopwords+stemming,bm25,1.2,0.75,69,0.1000,0.2000,0.1333,0.0565,0.0333,0.1667,0.1496
stopwords+stemming,bm25,1.2,0.75,70,0.1000,0.1000,0.1000,0.1003,0.0500,0.5000,0.1531
stopwords+stemming,bm25,1.2,0.75,71,0.0000,0.0000,0.0000,0.0406,0.0000,0.0588,0.0000
stopwords+stemming,bm25,1.2,0.75,72,0.1000,0.0588,0.0741,0.0693,0.0294,0.5000,0.1781
stopwords+stemming,bm25,1.2,0.75,73,0.6000,0.3000,0.4000,0.3434,0.2199,1.0000,0.6340
stopwords+stemming,bm25,1.2,0.75,74,0.2000,0.3333,0.2500,0.1122,0.0608,0.1429,0.2693
stopwords+stemming,bm25,1.2,0.75,75,0.0000,0.0000,0.0000,0.0188,0.0000,0.0152,0.0000
stopwords+stemming,bm25,1.2,0.75,76,0.3000,0.4286,0.3529,0.3033,0.2524,0.5000,0.3969
stopwords+stemming,bm25,1.2,0.75,77,0.3000,0.5000,0.3750,0.3483,0.2381,0.5000,0.2950
stopwords+stemming,bm25,1.2,0.75,78,0.2000,0.6667,0.3077,0.5000,0.4167,1.0000,0.5600
stopwords+stemming,bm25,1.2,0.75,79,0.1000,0.2000,0.1333,0.0479,0.0286,0.1429,0.1456
stopwords+stemming,bm25,1.2,0.75,80,0.0000,0.0000,0.0000,0.0143,0.0000,0.0250,0.0000
stopwords+stemming,bm25,1.2,0.75,81,0.2000,1.0000,0.3333,0.8333,0.8333,1.0000,0.6478
stopwords+stemming,bm25,1.2,0.75,82,0.3000,0.6000,0.4000,0.3770,0.3533,0.5000,0.5384
stopwords+stemming,bm25,1.2,0.75,83,0.1000,0.2500,0.1429,0.2602,0.2500,1.0000,0.3904
stopwords+stemming,bm25,1.2,0.75,84,0.4000,0.3636,0.3810,0.4118,0.3455,1.0000,0.3855
stopwords+stemming,bm25,1.2,0.75,85,0.1000,0.2500,0.1429,0.1375,0.1250,0.5000,0.1627
stopwords+stemming,bm25,1.2,0.75,86,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6934
stopwords+stemming,bm25,1.2,0.75,87,0.0000,0.0000,0.0000,0.0148,0.0000,0.0250,0.0000
stopwords+stemming,bm25,1.2,0.75,88,0.6000,1.0000,0.7500,0.6746,0.6746,0.5000,0.7609
stopwords+stemming,bm25,1.2,0.75,89,0.1000,0.1667,0.1250,0.2210,0.0833,0.5000,0.2679
stopwords+stemming,bm25,1.2,0.75,90,0.2000,0.1538,0.1739,0.1839,0.0897,0.5000,0.1400
stopwords+stemming,bm25,1.2,0.75,91,0.4000,0.4444,0.4211,0.3237,0.2296,1.0000,0.5324
stopwords+stemming,bm25,1.2,0.75,92,0.4000,0.3077,0.3478,0.4644,0.2923,1.0000,0.2960
stopwords+stemming,bm25,1.2,0.75,93,0.1000,1.0000,0.1818,0.5000,0.5000,0.5000,0.6309
stopwords+stemming,bm25,1.2,0.75,94,0.5000,0.4167,0.4545,0.4938,0.3375,1.0000,0.4851
stopwords+stemming,bm25,1.2,0.75,95,0.1000,0.5000,0.1667,0.3214,0.2500,0.5000,0.1362
stopwords+stemming,bm25,1.2,0.75,96,0.6000,0.4615,0.5217,0.3690,0.2687,0.5000,0.4887
stopwords+stemming,bm25,1.2,0.75,97,0.3000,0.3000,0.3000,0.1860,0.1467,0.5000,0.2700
stopwords+stemming,bm25,1.2,0.75,98,0.0000,0.0000,0.0000,0.0285,0.0000,0.0526,0.0000
stopwords+stemming,bm25,1.2,0.75,99,0.2000,0.5000,0.2857,0.2583,0.2083,0.3333,0.4134
stopwords+stemming,bm25,1.2,0.75,100,0.3000,0.3333,0.3158,0.3131,0.2593,1.0000,0.4963
stopwords+stemming,bm25,1.2,0.75,101,0.5000,0.8333,0.6250,0.6438,0.5772,1.0000,0.7529
stopwords+stemming,bm25,1.2,0.75,102,0.2000,0.5000,0.2857,0.3433,0.3056,1.0000,0.4375
stopwords+stemming,bm25,1.2,0.75,103,0.0000,0.0000,0.0000,0.0098,0.0000,0.0196,0.0000
stopwords+stemming,bm25,1.2,0.75,104,0.1000,0.2000,0.1333,0.0740,0.0500,0.2500,0.1461
stopwords+stemming,bm25,1.2,0.75,105,0.3000,0.6000,0.4000,0.4267,0.3833,0.5000,0.5553
stopwords+stemming,bm25,1.2,0.75,106,0.3000,0.6000,0.4000,0.4506,0.3857,1.0000,0.6740
stopwords+stemming,bm25,1.2,0.75,107,0.3000,0.4286,0.3529,0.2776,0.1599,0.5000,0.3227
stopwords+stemming,bm25,1.2,0.75,108,0.5000,0.7143,0.5882,0.7878,0.6449,1.0000,0.7777
stopwords+stemming,bm25,1.2,0.75,109,0.0000,0.0000,0.0000,0.0363,0.0000,0.0270,0.0000
stopwords+stemming,bm25,1.2,0.75,110,0.1000,0.2500,0.1429,0.1070,0.0833,0.3333,0.2514
stopwords+stemming,bm25,1.2,0.75,111,0.3000,0.4286,0.3529,0.2869,0.1762,0.3333,0.2643
stopwords+stemming,bm25,1.2,0.75,112,0.1000,0.5000,0.1667,0.3125,0.2500,0.5000,0.2398
stopwords+stemming,bm25,1.2,0.75,113,0.2000,0.5000,0.2857,0.1759,0.1458,0.3333,0.3183
stopwords+stemming,bm25,1.2,0.75,114,0.1000,0.2500,0.1429,0.0738,0.0417,0.1667,0.1838
stopwords+stemming,bm25,1.2,0.75,115,0.1000,0.2500,0.1429,0.0670,0.0625,0.2500,0.2043
stopwords+stemming,bm25,1.2,0.75,116,0.0000,0.0000,0.0000,0.0279,0.0000,0.0370,0.0000
stopwords+stemming,bm25,1.2,0.75,117,0.0000,0.0000,0.0000,0.0399,0.0000,0.0625,0.0000
stopwords+stemming,bm25,1.2,0.75,118,0.2000,0.6667,0.3077,0.2908,0.2778,0.3333,0.4488
stopwords+stemming,bm25,1.2,0.75,119,0.1000,1.0000,0.1818,0.2000,0.2000,0.2000,0.3869
stopwords+stemming,bm25,1.2,0.75,120,0.5000,0.5556,0.5263,0.4247,0.2884,0.5000,0.5160
stopwords+stemming,bm25,1.2,0.75,121,0.4000,0.5714,0.4706,0.5089,0.3690,0.5000,0.5044
stopwords+stemming,bm25,1.2,0.75,122,0.1000,0.1111,0.1053,0.1145,0.0139,0.1250,0.0312
stopwords+stemming,bm25,1.2,0.75,123,0.0000,0.0000,0.0000,0.0524,0.0000,0.0476,0.0000
stopwords+stemming,bm25,1.2,0.75,124,0.0000,0.0000,0.0000,0.0033,0.0000,0.0036,0.0000
stopwords+stemming,bm25,1.2,0.75,125,0.3000,0.1765,0.2222,0.2664,0.1134,1.0000,0.3923
stopwords+stemming,bm25,1.2,0.75,126,0.2000,0.2500,0.2222,0.2215,0.2083,1.0000,0.4718
stopwords+stemming,bm25,1.2,0.75,127,0.1000,0.2000,0.1333,0.1156,0.0500,0.2500,0.1284
stopwords+stemming,bm25,1.2,0.75,128,0.0000,0.0000,0.0000,0.0235,0.0000,0.0417,0.0000
stopwords+stemming,bm25,1.2,0.75,129,0.4000,0.5714,0.4706,0.3760,0.3554,0.5000,0.5312
stopwords+stemming,bm25,1.2,0.75,130,0.4000,0.8000,0.5333,0.5205,0.5167,0.5000,0.6286
stopwords+stemming,bm25,1.2,0.75,131,0.2000,0.2500,0.2222,0.2548,0.0486,0.1667,0.1039
stopwords+stemming,bm25,1.2,0.75,132,0.8000,0.5333,0.6400,0.7232,0.4172,1.0000,0.6278
stopwords+stemming,bm25,1.2,0.75,133,0.2000,0.2857,0.2353,0.2525,0.0643,0.2500,0.2314
stopwords+stemming,bm25,1.2,0.75,134,0.1000,0.5000,0.1667,0.2727,0.2500,0.5000,0.2961
stopwords+stemming,bm25,1.2,0.75,135,0.5000,0.6250,0.5556,0.6572,0.4746,1.0000,0.5273
stopwords+stemming,bm25,1.2,0.75,136,0.2000,0.6667,0.3077,0.4196,0.4000,1.0000,0.8359
stopwords+stemming,bm25,1.2,0.75,137,0.2000,0.5000,0.2857,0.2353,0.1964,0.5000,0.3150
stopwords+stemming,bm25,1.2,0.75,138,0.1000,0.5000,0.1667,0.1345,0.1000,0.2000,0.2372
stopwords+stemming,bm25,1.2,0.75,139,0.0000,0.0000,0.0000,0.0085,0.0000,0.0137,0.0000
stopwords+stemming,bm25,1.2,0.75,140,0.2000,0.3333,0.2500,0.1699,0.1389,0.5000,0.3925
stopwords+stemming,bm25,1.2,0.75,141,0.2000,0.3333,0.2500,0.4319,0.3333,1.0000,0.5455
stopwords+stemming,bm25,1.2,0.75,142,0.0000,0.0000,0.0000,0.0769,0.0000,0.0769,0.0000
stopwords+stemming,bm25,1.2,0.75,143,0.2000,1.0000,0.3333,0.6250,0.6250,1.0000,0.8066
stopwords+stemming,bm25,1.2,0.75,144,0.5000,0.8333,0.6250,0.3853,0.3677,0.3333,0.5388
stopwords+stemming,bm25,1.2,0.75,145,0.2000,0.2857,0.2353,0.1667,0.0833,0.3333,0.2048
stopwords+stemming,bm25,1.2,0.75,146,0.2000,1.0000,0.3333,0.5833,0.5833,0.5000,0.6199
stopwords+stemming,bm25,1.2,0.75,147,0.4000,0.4000,0.4000,0.2783,0.2338,0.5000,0.4274
stopwords+stemming,bm25,1.2,0.75,148,0.2000,0.3333,0.2500,0.1888,0.1389,0.3333,0.3194
stopwords+stemming,bm25,1.2,0.75,149,0.4000,0.3636,0.3810,0.3313,0.2220,1.0000,0.4632
stopwords+stemming,bm25,1.2,0.75,150,0.2000,1.0000,0.3333,0.8333,0.8333,1.0000,0.9197
stopwords+stemming,bm25,1.2,0.75,151,0.0000,0.0000,0.0000,0.0296,0.0000,0.0417,0.0000
stopwords+stemming,bm25,1.2,0.75,152,0.0000,0.0000,0.0000,0.0080,0.0000,0.0108,0.0000
stopwords+stemming,bm25,1.2,0.75,153,0.3000,0.4286,0.3529,0.1914,0.1762,0.5000,0.2751
stopwords+stemming,bm25,1.2,0.75,154,0.2000,1.0000,0.3333,0.7500,0.7500,1.0000,0.7724
stopwords+stemming,bm25,1.2,0.75,155,0.1000,0.1667,0.1250,0.2185,0.1667,1.0000,0.2251
stopwords+stemming,bm25,1.2,0.75,156,0.7000,0.5000,0.5833,0.5532,0.4786,1.0000,0.5860
stopwords+stemming,bm25,1.2,0.75,157,0.7000,0.1795,0.2857,0.2828,0.1523,1.0000,0.6307
stopwords+stemming,bm25,1.2,0.75,158,0.1000,0.1250,0.1111,0.2063,0.1250,1.0000,0.3630
stopwords+stemming,bm25,1.2,0.75,159,0.2000,0.2500,0.2222,0.0723,0.0456,0.1429,0.1289
stopwords+stemming,bm25,1.2,0.75,160,0.1000,0.2000,0.1333,0.1194,0.1000,0.5000,0.2484
stopwords+stemming,bm25,1.2,0.75,161,0.3000,0.5000,0.3750,0.5355,0.5000,1.0000,0.7193
stopwords+stemming,bm25,1.2,0.75,162,0.2000,0.2500,0.2222,0.2624,0.1458,0.5000,0.2100
stopwords+stemming,bm25,1.2,0.75,163,0.2000,0.6667,0.3077,0.2620,0.2444,0.3333,0.4162
stopwords+stemming,bm25,1.2,0.75,164,0.4000,0.5000,0.4444,0.5163,0.4750,1.0000,0.6703
stopwords+stemming,bm25,1.2,0.75,165,0.2000,1.0000,0.3333,0.5000,0.5000,0.5000,0.6509
stopwords+stemming,bm25,1.2,0.75,166,0.1000,0.1250,0.1111,0.0491,0.0139,0.1111,0.0761
stopwords+stemming,bm25,1.2,0.75,167,0.2000,1.0000,0.3333,0.5000,0.5000,0.5000,0.6462
stopwords+stemming,bm25,1.2,0.75,168,0.1000,0.5000,0.1667,0.1167,0.0833,0.1667,0.2184
